gender,orientation,gender_orientation,age,ethnicity,country,education_phase,religion_type,religion_seriosity,man_with_100,woman_with_100
Woman,Straight,Hetero_female,37,White,CA,Working on,Christianity,but not too serious about it,Yes,Yes
Woman,Straight,Hetero_female,40,White,UK,Working on,Other,NA,No,No
Woman,Straight,Hetero_female,38,White,FL,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,39,Asian,NY,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,28,Indian,CO,Graduated from,Agnosticism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,38,White,UK,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,36,White,MI,Graduated from,Christianity,NA,No,No
Man,Straight,Hetero_male,38,Hispanic / Latin,CA,NA,-,NA,No,No
Man,Straight,Hetero_male,33,White,KY,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,31,White,TX,NA,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,42,White,VA,Graduated from,Other,and laughing about it,No,No
Man,Straight,Hetero_male,36,Hispanic / Latin,AZ,Dropped out of,Agnosticism,and very serious about it,No,No
Man,Straight,Hetero_male,45,"Middle Eastern, Native American, White",OK,Graduated from,Christianity,NA,No,No
Woman,Bisexual,Bisexual_female,27,Asian,NY,Dropped out of,-,NA,No,No
Man,Straight,Hetero_male,46,White,TX,Graduated from,Other,but not too serious about it,No,No
Woman,Straight,Hetero_female,43,White,CO,NA,-,NA,No,No
Woman,Straight,Hetero_female,27,NA,Slovenia,Working on,Atheism,NA,No,No
Man,Straight,Hetero_male,34,White,PA,Graduated from,Other,and laughing about it,No,No
Man,Straight,Hetero_male,33,"White, Other",Germany,Working on,-,NA,No,No
Man,Straight,Hetero_male,51,"White, Other",CA,Graduated from,Other,but not too serious about it,Yes,Yes
Woman,Straight,Hetero_female,31,White,Sweden,Graduated from,Other,and somewhat serious about it,No,No
Man,Straight,Hetero_male,35,White,British Columbia,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,27,White,OH,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,41,White,NH,Working on,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,33,White,AR,NA,Christianity,but not too serious about it,No,No
Woman,Straight,Hetero_female,32,White,Australia,Working on,Other,but not too serious about it,Yes,Yes
Man,Gay,Gay_male,26,White,VA,Graduated from,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,27,"Hispanic / Latin, White",Singapore,Graduated from,Atheism,NA,No,No
Woman,Gay,Gay_female,32,White,UK,Working on,Catholicism,and laughing about it,No,No
Man,Bisexual,Bisexual_male,32,"White, Other",MA,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,43,White,KS,NA,Christianity,and somewhat serious about it,No,No
Man,Straight,Hetero_male,28,White,Germany,Working on,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,49,White,NJ,Dropped out of,Atheism,and laughing about it,No,No
Man,Gay,Gay_male,50,White,TN,Graduated from,Christianity,and very serious about it,No,No
Woman,Straight,Hetero_female,32,White,IL,Dropped out of,-,NA,No,No
Man,Straight,Hetero_male,40,White,SC,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,47,White,NC,Graduated from,Christianity,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,27,White,NH,Graduated from,Agnosticism,NA,Yes,Yes
Man,Straight,Hetero_male,30,White,NY,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,37,White,GA,Graduated from,Agnosticism,NA,No,Yes
Man,Straight,Hetero_male,32,White,FL,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,28,White,MO,Dropped out of,Other,and laughing about it,No,No
Man,Straight,Hetero_male,43,White,KS,Graduated from,Catholicism,and somewhat serious about it,No,Yes
Man,Straight,Hetero_male,28,White,NE,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,31,White,MO,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,38,White,VA,Graduated from,Atheism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,40,White,NY,NA,Atheism,NA,No,No
Man,Straight,Hetero_male,36,"Hispanic / Latin, White",GA,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,34,"Hispanic / Latin, White",CA,NA,Christianity,but not too serious about it,Yes,Yes
Woman,Straight,Hetero_female,26,White,IL,Working on,Agnosticism,NA,No,No
Man,Straight,Hetero_male,34,White,TX,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,31,White,NY,Graduated from,Catholicism,and laughing about it,No,No
Man,Straight,Hetero_male,31,White,NY,Working on,Atheism,and laughing about it,No,No
Woman,Straight,Hetero_female,25,"Asian, Black",CA,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,31,White,CA,Graduated from,Judaism,but not too serious about it,No,No
Man,Straight,Hetero_male,31,White,FL,Graduated from,Agnosticism,and laughing about it,No,No
Woman,Straight,Hetero_female,38,NA,CA,NA,-,NA,No,No
Man,Straight,Hetero_male,23,White,KY,Graduated from,Buddhism,NA,No,No
Woman,Straight,Hetero_female,31,White,FL,Graduated from,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,31,"Native American, White",KY,Dropped out of,Christianity,NA,No,No
Man,Straight,Hetero_male,24,White,VA,Graduated from,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,27,White,France,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,32,White,LA,Dropped out of,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,19,Middle Eastern,OH,Working on,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,46,White,MI,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,33,White,NY,Graduated from,Catholicism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,43,White,CA,Graduated from,Christianity,but not too serious about it,No,Yes
Man,Straight,Hetero_male,39,White,IL,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,36,White,UK,Graduated from,Judaism,and laughing about it,No,No
Man,Straight,Hetero_male,42,White,CA,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,28,White,UK,Graduated from,Atheism,NA,Yes,Yes
Woman,Bisexual,Bisexual_female,39,White,VT,Dropped out of,Other,and laughing about it,No,No
Woman,Straight,Hetero_female,44,Middle Eastern,Sweden,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,29,"Native American, Hispanic / Latin, Other",NY,Working on,Christianity,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,40,White,PA,Graduated from,Catholicism,but not too serious about it,No,No
Woman,Straight,Hetero_female,29,"Black, Hispanic / Latin",NY,Graduated from,Christianity,and somewhat serious about it,Yes,Yes
Man,Straight,Hetero_male,30,White,CA,Working on,Agnosticism,NA,No,No
Man,Straight,Hetero_male,49,White,CA,Graduated from,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,33,White,PA,Graduated from,Agnosticism,NA,Yes,Yes
Man,Straight,Hetero_male,36,White,CT,Graduated from,Agnosticism,but not too serious about it,No,No
Woman,Straight,Hetero_female,39,White,VT,Graduated from,Catholicism,NA,No,No
Man,Bisexual,Bisexual_male,31,White,PA,Graduated from,Other,and laughing about it,No,No
Man,Straight,Hetero_male,26,Black,NC,Working on,Christianity,NA,No,No
Man,Straight,Hetero_male,35,White,NE,Working on,Atheism,NA,No,No
Woman,Straight,Hetero_female,45,"Hispanic / Latin, White",Ontario,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,38,White,WA,Graduated from,Agnosticism,but not too serious about it,No,No
Woman,Straight,Hetero_female,31,Hispanic / Latin,CA,Graduated from,Other,and very serious about it,No,No
Man,Straight,Hetero_male,27,White,Malta,Working on,Christianity,but not too serious about it,No,No
Woman,Straight,Hetero_female,42,White,TX,Graduated from,Agnosticism,but not too serious about it,No,Yes
Man,Straight,Hetero_male,31,NA,CA,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,36,NA,Israel,NA,-,NA,No,No
Man,Straight,Hetero_male,36,White,Germany,Graduated from,Christianity,but not too serious about it,No,No
Woman,Straight,Hetero_female,33,White,IL,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,30,White,CA,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,41,"Asian, Middle Eastern, Black, Native American, Indian, Pacific Islander, Hispanic / Latin, White, Other",Iran,Graduated from,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,28,"Black, White",MI,NA,-,NA,No,No
Man,Straight,Hetero_male,39,White,TX,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,27,White,CA,Working on,Atheism,and laughing about it,No,No
Woman,Straight,Hetero_female,35,Asian,China,Graduated from,-,NA,No,No
Man,Gay,Gay_male,42,White,Austria,NA,Atheism,NA,No,No
Man,Gay,Gay_male,34,White,CT,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,27,Black,NY,Working on,Christianity,but not too serious about it,Yes,Yes
Man,Straight,Hetero_male,37,Asian,SC,NA,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,28,Other,UK,Working on,Atheism,and laughing about it,No,No
Man,Bisexual,Bisexual_male,39,White,OH,Graduated from,Other,and very serious about it,No,No
Man,Straight,Hetero_male,31,"Pacific Islander, Hispanic / Latin",NV,Graduated from,Agnosticism,NA,No,No
Woman,Straight,Hetero_female,28,White,TX,Graduated from,Other,and laughing about it,No,No
Woman,Bisexual,Bisexual_female,21,"Hispanic / Latin, White",CA,Working on,Other,and laughing about it,No,No
Man,Straight,Hetero_male,25,White,MN,Graduated from,-,NA,No,No
Man,Bisexual,Bisexual_male,25,White,Ontario,Graduated from,Atheism,and laughing about it,No,No
Woman,Bisexual,Bisexual_female,39,Other,PA,Graduated from,-,NA,No,No
Man,Gay,Gay_male,32,Hispanic / Latin,TX,Working on,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,33,White,CO,NA,-,NA,No,No
Man,Straight,Hetero_male,32,NA,Germany,NA,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,43,White,CA,Graduated from,Catholicism,and somewhat serious about it,No,No
Man,Gay,Gay_male,30,Hispanic / Latin,FL,Graduated from,Agnosticism,and very serious about it,No,No
Woman,Straight,Hetero_female,24,NA,VA,NA,-,NA,No,No
Man,Straight,Hetero_male,30,White,Croatia,Graduated from,Agnosticism,NA,No,No
Woman,Gay,Gay_female,21,Asian,UK,Working on,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,28,White,CO,Dropped out of,-,NA,No,No
Man,Straight,Hetero_male,41,"White, Other",Alberta,Graduated from,Other,and laughing about it,No,No
Man,Straight,Hetero_male,27,White,TX,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,43,White,FL,NA,Agnosticism,NA,No,No
Man,Straight,Hetero_male,28,"Black, Native American, White, Other",NJ,Working on,Other,and somewhat serious about it,No,No
Man,Straight,Hetero_male,24,Hispanic / Latin,FL,Working on,Atheism,and laughing about it,No,No
Woman,Bisexual,Bisexual_female,20,White,KS,Working on,Atheism,and laughing about it,No,No
Woman,Straight,Hetero_female,31,NA,TX,NA,-,NA,No,No
Man,Gay,Gay_male,31,White,MN,Graduated from,Christianity,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,25,White,NY,Working on,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,24,White,CA,Graduated from,Judaism,but not too serious about it,No,No
Man,Gay,Gay_male,25,"Black, Native American, White, Other",TX,Working on,Christianity,and very serious about it,No,No
Man,Straight,Hetero_male,38,"Hispanic / Latin, White",WI,Dropped out of,Atheism,but not too serious about it,No,No
Woman,Straight,Hetero_female,42,White,MI,NA,Agnosticism,NA,No,Yes
Woman,Gay,Gay_female,28,NA,FL,NA,-,NA,No,No
Woman,Bisexual,Bisexual_female,32,"Hispanic / Latin, White",Argentina,Dropped out of,Other,but not too serious about it,No,No
Man,Straight,Hetero_male,33,Black,PR,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,35,White,MN,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,33,White,WA,NA,Agnosticism,and laughing about it,No,No
Woman,Gay,Gay_female,29,Asian,NJ,Graduated from,Catholicism,NA,No,No
Man,Straight,Hetero_male,29,White,IN,Dropped out of,Agnosticism,NA,No,No
Man,Straight,Hetero_male,46,White,NY,Graduated from,Catholicism,and very serious about it,Yes,Yes
Man,Straight,Hetero_male,37,Asian,CA,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,34,Asian,FL,Working on,Agnosticism,NA,Yes,Yes
Man,Straight,Hetero_male,33,Indian,WA,Working on,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,32,"Asian, Hispanic / Latin, White",TN,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,25,White,OH,Working on,Atheism,NA,No,No
Woman,Straight,Hetero_female,30,Asian,Singapore,Graduated from,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,38,NA,IL,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,34,White,Ontario,Graduated from,Agnosticism,NA,No,No
Woman,Straight,Hetero_female,38,NA,VA,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,28,White,CA,Working on,Agnosticism,but not too serious about it,No,No
Woman,Straight,Hetero_female,35,"Asian, Other",Indonesia,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,38,White,ID,Graduated from,Other,and laughing about it,No,No
Woman,Straight,Hetero_female,21,NA,NY,Dropped out of,-,NA,No,No
Woman,Straight,Hetero_female,31,White,Ontario,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,28,White,TX,Working on,Atheism,and laughing about it,No,No
Woman,Straight,Hetero_female,25,White,MA,Graduated from,Christianity,and somewhat serious about it,Yes,Yes
Man,Straight,Hetero_male,31,White,NJ,Working on,Catholicism,NA,Yes,Yes
Woman,Straight,Hetero_female,27,Pacific Islander,CA,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,32,White,CO,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,31,"Indian, White",TX,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,32,White,CA,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,33,White,CA,Graduated from,Agnosticism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,35,Other,TN,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,48,White,WA,NA,Other,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,29,White,CA,Graduated from,Other,and somewhat serious about it,No,Yes
Woman,Straight,Hetero_female,30,Asian,CA,NA,Other,and somewhat serious about it,No,Yes
Man,Straight,Hetero_male,33,White,WA,Working on,Other,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,36,White,MN,Dropped out of,Agnosticism,NA,Yes,Yes
Woman,Straight,Hetero_female,34,White,OH,Working on,Agnosticism,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,25,White,Quebec,NA,Other,but not too serious about it,Yes,Yes
Man,Straight,Hetero_male,32,White,NJ,Graduated from,-,NA,No,Yes
Woman,Straight,Hetero_female,25,White,MA,Working on,-,NA,No,No
Man,Straight,Hetero_male,34,"Native American, Hispanic / Latin, White",MI,Graduated from,Atheism,and very serious about it,No,Yes
Man,Straight,Hetero_male,20,"Hispanic / Latin, White",ME,Working on,Other,NA,No,No
Man,Straight,Hetero_male,30,White,KS,Dropped out of,Atheism,and somewhat serious about it,No,No
Woman,Bisexual,Bisexual_female,19,White,NY,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,38,"Hispanic / Latin, White",TX,NA,-,NA,Yes,Yes
Man,Straight,Hetero_male,34,"Black, Native American, Other",Costa Rica,Graduated from,-,NA,Yes,Yes
Woman,Straight,Hetero_female,39,White,MA,Graduated from,Judaism,and laughing about it,No,No
Woman,Straight,Hetero_female,33,White,OR,Graduated from,Christianity,and somewhat serious about it,No,No
Man,Straight,Hetero_male,34,White,OH,Working on,-,NA,No,No
Man,Straight,Hetero_male,43,White,GA,Graduated from,-,NA,Yes,Yes
Woman,Straight,Hetero_female,39,"Hispanic / Latin, White",SC,Dropped out of,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,47,White,HI,Graduated from,Buddhism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,30,White,CA,Dropped out of,Christianity,and very serious about it,Yes,Yes
Man,Straight,Hetero_male,37,Hispanic / Latin,CA,Dropped out of,Catholicism,but not too serious about it,No,No
Man,Bisexual,Bisexual_male,36,White,CA,Working on,Agnosticism,but not too serious about it,No,No
Man,Gay,Gay_male,44,White,CA,NA,Other,NA,No,No
Man,Straight,Hetero_male,49,White,WI,Working on,Catholicism,and laughing about it,No,No
Man,Straight,Hetero_male,39,White,Spain,Graduated from,Catholicism,NA,No,No
Woman,Straight,Hetero_female,28,White,PA,Graduated from,Other,but not too serious about it,Yes,Yes
Man,Gay,Gay_male,47,White,PA,NA,Christianity,NA,No,No
Man,Gay,Gay_male,50,White,MA,Graduated from,Christianity,but not too serious about it,No,No
Woman,Straight,Hetero_female,28,White,MI,Graduated from,Other,and very serious about it,No,No
Woman,Straight,Hetero_female,32,"Hispanic / Latin, White, Other",NY,NA,Catholicism,NA,No,No
Man,Straight,Hetero_male,32,White,CA,Dropped out of,-,NA,No,No
Woman,Straight,Hetero_female,39,White,TX,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,28,White,VA,Working on,Christianity,and somewhat serious about it,No,No
